Date,Open,High,Low,Close,Adj Close,Volume,Daily_Return,MA_20,MA_50,MA_200,Volatility_20,Year,Month,Day_of_Week,Quarter
2018-11-08,14.4761,14.5657,14.3163,14.4054,14.4054,5643021,0.317025,14.5714,14.7735,15.2053,1.541025,2018,11,3,4
2018-11-09,14.2825,14.5059,14.1508,14.3733,14.3733,8311029,-0.222521,14.5641,14.7729,15.2033,1.524751,2018,11,4,4
2018-11-12,14.4569,14.5933,14.2497,14.3853,14.3853,8435430,0.083397,14.571,14.7771,15.2029,1.46299,2018,11,0,4
2018-11-13,14.5971,14.6636,14.4021,14.468,14.468,28315641,0.574644,14.5626,14.7751,15.2028,1.32943,2018,11,1,4
2018-11-14,14.2809,14.4791,14.1593,14.3568,14.3568,9701456,-0.768858,14.5712,14.7665,15.2016,1.138258,2018,11,2,4
2018-11-15,14.241,14.3583,14.0801,14.1972,14.1972,19876638,-1.111626,14.5531,14.749,15.2004,0.990454,2018,11,3,4
2018-11-16,14.25,14.3691,14.1309,14.25,14.25,6618634,0.371937,14.5349,14.7292,15.1986,0.990661,2018,11,4,4
2018-11-19,13.9638,14.0859,13.9286,14.0506,14.0506,8519015,-1.399398,14.5076,14.7107,15.1975,1.031026,2018,11,0,4
2018-11-20,14.1781,14.2378,14.0906,14.1502,14.1502,4111498,0.709113,14.4909,14.6964,15.1968,1.039641,2018,11,1,4
2018-11-21,13.8463,13.9906,13.6565,13.8003,13.8003,7723092,-2.47268,14.452,14.6729,15.1954,1.147983,2018,11,2,4
2018-11-22,13.998,14.1045,13.9253,14.0317,14.0317,14595244,1.676901,14.4248,14.6594,15.1956,1.22719,2018,11,3,4
2018-11-23,14.2108,14.2529,14.1029,14.1448,14.1448,9321636,0.806102,14.3908,14.6449,15.1961,1.170389,2018,11,4,4
2018-11-26,14.1155,14.3058,14.0205,14.2102,14.2102,15382352,0.462155,14.3589,14.6327,15.1977,1.177325,2018,11,0,4
2018-11-27,14.343,14.5405,14.2325,14.4293,14.4293,11627646,1.541816,14.3362,14.6264,15.2005,1.238351,2018,11,1,4
2018-11-28,14.803,14.8982,14.6998,14.7949,14.7949,9675427,2.533834,14.336,14.6242,15.2038,1.370468,2018,11,2,4
2018-11-29,15.0193,15.1637,14.8733,15.0177,15.0177,37648237,1.506133,14.3474,14.6244,15.2087,1.410469,2018,11,3,4
2018-11-30,14.5544,14.6424,14.5083,14.5962,14.5962,11929337,-2.806911,14.3343,14.6177,15.2103,1.547314,2018,11,4,4
2018-12-03,14.3637,14.4992,14.1822,14.3173,14.3173,22337289,-1.910774,14.3264,14.6002,15.2116,1.497524,2018,12,0,4
2018-12-04,14.22,14.2919,14.1181,14.1898,14.1898,7418207,-0.890275,14.3264,14.5852,15.2115,1.442442,2018,12,1,4
2018-12-05,14.2533,14.2883,14.1696,14.2046,14.2046,12499751,0.103704,14.3187,14.5677,15.2097,1.415367,2018,12,2,4
2018-12-06,14.3166,14.3851,14.2551,14.3236,14.3236,16281545,0.838146,14.3146,14.5499,15.211,1.427127,2018,12,3,4
2018-12-07,14.2081,14.2569,14.1252,14.174,14.174,10980604,-1.044859,14.3046,14.5306,15.2122,1.44504,2018,12,4,4
2018-12-10,14.1972,14.2774,14.1425,14.2226,14.2226,2081132,0.343167,14.2965,14.5108,15.2129,1.447561,2018,12,0,4
2018-12-11,14.1849,14.2157,14.0388,14.0693,14.0693,9850696,-1.077884,14.2766,14.4938,15.2128,1.457347,2018,12,1,4
2018-12-12,13.9057,14.0159,13.841,13.951,13.951,19576112,-0.840471,14.2563,14.4702,15.2115,1.459087,2018,12,2,4
2018-12-13,13.7849,13.8206,13.6343,13.6697,13.6697,15496812,-2.016369,14.2299,14.4419,15.2092,1.504345,2018,12,3,4
2018-12-14,13.5009,13.5303,13.4696,13.499,13.499,13097796,-1.248945,14.1923,14.4126,15.2058,1.51675,2018,12,4,4
2018-12-17,13.1741,13.4062,13.0158,13.247,13.247,3929619,-1.867043,14.1522,14.3736,15.2011,1.538696,2018,12,0,4
2018-12-18,13.1512,13.2038,13.0274,13.0797,13.0797,6520650,-1.263049,14.0986,14.3345,15.1941,1.534975,2018,12,1,4
2018-12-19,13.3229,13.4096,13.2296,13.3162,13.3162,13877457,1.808538,14.0744,14.3065,15.1879,1.526476,2018,12,2,4
2018-12-20,13.1963,13.2931,13.0551,13.1516,13.1516,12795834,-1.236426,14.0304,14.282,15.1803,1.479509,2018,12,3,4
2018-12-21,13.7661,13.9024,13.5634,13.699,13.699,29833508,4.1628,14.0081,14.2656,15.1758,1.774184,2018,12,4,4
2018-12-24,13.836,13.98,13.6735,13.8173,13.8173,8589473,0.863314,13.9885,14.257,15.1723,1.783653,2018,12,0,4
2018-12-25,13.8372,13.9852,13.7222,13.87,13.87,10981570,0.381624,13.9605,14.2417,15.1693,1.745036,2018,12,1,4
2018-12-26,13.7582,13.8298,13.6334,13.7047,13.7047,10028177,-1.191958,13.906,14.2321,15.1649,1.635139,2018,12,2,4
2018-12-27,13.8652,14.0201,13.7102,13.8651,13.8651,5448957,1.170524,13.8484,14.2182,15.1617,1.616495,2018,12,3,4
2018-12-28,13.7963,13.8559,13.699,13.7585,13.7585,2386935,-0.768717,13.8065,14.2011,15.1574,1.517037,2018,12,4,4
2018-12-31,13.6798,13.8353,13.6435,13.7987,13.7987,10963465,0.291593,13.7806,14.1851,15.1509,1.472022,2018,12,0,4
2019-01-01,14.3682,14.4217,14.2892,14.3426,14.3426,15615245,3.94178,13.7882,14.1823,15.1461,1.723377,2019,1,1,1
2019-01-02,14.2887,14.36,14.2539,14.3252,14.3252,5654421,-0.120801,13.7942,14.1772,15.1414,1.72386,2019,1,2,1
2019-01-03,14.6725,14.7043,14.5444,14.5761,14.5761,4070292,1.750985,13.8069,14.1772,15.1366,1.757409,2019,1,3,1
2019-01-04,14.4573,14.5663,14.3127,14.4214,14.4214,14177280,-1.061257,13.8192,14.1692,15.1315,1.757976,2019,1,4,1
2019-01-07,14.4304,14.5569,14.2902,14.4165,14.4165,6866054,-0.033602,13.8289,14.1605,15.1286,1.757264,2019,1,0,1
2019-01-08,14.8313,14.9866,14.6474,14.8025,14.8025,17000376,2.67709,13.8656,14.1589,15.1286,1.826039,2019,1,1,1
2019-01-09,14.6002,14.8035,14.456,14.6588,14.6588,29280825,-0.970956,13.901,14.1561,15.13,1.830444,2019,1,2,1
2019-01-10,15.1536,15.2554,14.9547,15.0558,15.0558,3381079,2.708786,13.9703,14.1614,15.1335,1.825631,2019,1,3,1
2019-01-11,15.3276,15.3758,15.1587,15.2065,15.2065,6299293,1.000529,14.0557,14.1684,15.1376,1.780976,2019,1,4,1
2019-01-14,15.0902,15.1872,14.9697,15.0665,15.0665,8366159,-0.920223,14.1466,14.1802,15.139,1.723254,2019,1,0,1
2019-01-15,15.2975,15.3622,15.1365,15.2008,15.2008,22534023,0.891227,14.2527,14.2005,15.1406,1.663032,2019,1,1,1
2019-01-16,15.3763,15.493,15.2949,15.4114,15.4114,3816100,1.385548,14.3574,14.2215,15.1434,1.651744,2019,1,2,1
2019-01-17,15.4905,15.7295,15.3016,15.54,15.54,29787779,0.834345,14.4769,14.2442,15.1458,1.584462,2019,1,3,1
2019-01-18,15.1589,15.2729,15.0426,15.1565,15.1565,13072373,-2.468208,14.5497,14.2598,15.1487,1.548044,2019,1,4,1
2019-01-21,15.0079,15.0502,14.9396,14.9819,14.9819,9312561,-1.152023,14.608,14.2718,15.1504,1.589428,2019,1,0,1
2019-01-22,14.8971,15.021,14.7969,14.9206,14.9206,7686691,-0.408721,14.6605,14.2808,15.1507,1.600151,2019,1,1,1
2019-01-23,14.9318,15.038,14.7939,14.8998,14.8998,6329928,-0.139754,14.7203,14.2917,15.1525,1.562682,2019,1,2,1
2019-01-24,15.0533,15.1212,14.9671,15.0349,15.0349,17701025,0.906951,14.7788,14.3084,15.1536,1.557214,2019,1,3,1
2019-01-25,15.0087,15.155,14.9229,15.0689,15.0689,4403685,0.226011,14.8443,14.3248,15.1544,1.53304,2019,1,4,1
2019-01-28,14.7915,14.8237,14.7287,14.7609,14.7609,13950121,-2.044158,14.8924,14.339,15.154,1.632825,2019,1,0,1
2019-01-29,14.8965,14.9849,14.7571,14.8452,14.8452,7074848,0.571332,14.9175,14.3529,15.1532,1.399953,2019,1,1,1
2019-01-30,14.9901,15.0271,14.9428,14.9798,14.9798,5974220,0.906838,14.9502,14.3765,15.1504,1.407108,2019,1,2,1
2019-01-31,15.1714,15.3135,14.9602,15.1017,15.1017,43848129,0.814033,14.9765,14.3979,15.148,1.368992,2019,1,3,1
2019-02-01,15.2658,15.4272,15.1795,15.3405,15.3405,13488695,1.580846,15.0225,14.4218,15.1465,1.369759,2019,2,4,1
2019-02-04,15.5511,15.5847,15.4886,15.5221,15.5221,14262811,1.183812,15.0778,14.4481,15.1464,1.380307,2019,2,0,1
2019-02-05,15.5422,15.649,15.5085,15.6153,15.6153,17722826,0.60032,15.1184,14.4718,15.1478,1.272224,2019,2,1,1
2019-02-06,15.514,15.759,15.3392,15.5834,15.5834,3549041,-0.203878,15.1646,14.4876,15.1479,1.243922,2019,2,2,1
2019-02-07,15.1423,15.3089,15.0143,15.1806,15.1806,35042029,-2.584956,15.1709,14.4908,15.1471,1.270389,2019,2,3,1
2019-02-08,15.2146,15.3367,15.1503,15.2721,15.2721,1988229,0.602766,15.1741,14.5043,15.1465,1.25776,2019,2,4,1
2019-02-11,15.2785,15.4491,15.1418,15.3121,15.3121,5307423,0.261904,15.1864,14.5242,15.1467,1.238427,2019,2,0,1
2019-02-12,15.3531,15.5615,15.1581,15.3663,15.3663,6502432,0.353898,15.1947,14.5478,15.1465,1.225854,2019,2,1,1
2019-02-13,15.1134,15.1699,15.0066,15.0629,15.0629,15909896,-1.974209,15.1773,14.5649,15.1444,1.264437,2019,2,2,1
2019-02-14,14.7968,14.8775,14.7353,14.8159,14.8159,12164282,-1.640308,15.1411,14.5748,15.1398,1.288363,2019,2,3,1
2019-02-15,14.9567,15.1205,14.8889,15.0522,15.0522,9511224,1.595341,15.1359,14.5923,15.137,1.236238,2019,2,4,1
2019-02-18,15.11,15.1514,15.0003,15.0414,15.0414,8056358,-0.071549,15.1388,14.6087,15.1345,1.207777,2019,2,0,1
2019-02-19,15.1429,15.2283,15.1085,15.1938,15.1938,5340818,1.012733,15.1525,14.6312,15.1338,1.222531,2019,2,1,1
2019-02-20,15.1924,15.2551,15.1332,15.1959,15.1959,3267255,0.014265,15.1673,14.6561,15.1336,1.22144,2019,2,2,1
2019-02-21,15.2257,15.4382,14.9865,15.1986,15.1986,12413968,0.017403,15.1755,14.6867,15.1329,1.206832,2019,2,3,1
2019-02-22,15.4208,15.499,15.3303,15.4085,15.4085,15434678,1.381113,15.1925,14.7249,15.1324,1.242259,2019,2,4,1
2019-02-25,15.3485,15.3854,15.2448,15.2816,15.2816,24137847,-0.823534,15.2185,14.7656,15.1323,1.157489,2019,2,0,1
2019-02-26,15.3281,15.372,15.2549,15.2987,15.2987,5091598,0.112166,15.2412,14.8099,15.1312,1.153865,2019,2,1,1
2019-02-27,15.1353,15.3642,14.9593,15.1876,15.1876,13897428,-0.726379,15.2516,14.8474,15.128,1.155792,2019,2,2,1
2019-02-28,15.2175,15.2942,15.01,15.086,15.086,7656818,-0.669055,15.2508,14.8861,15.1238,1.153475,2019,2,3,1
2019-03-01,15.0273,15.0834,14.9596,15.0156,15.0156,17873452,-0.466443,15.2345,14.9124,15.117,1.09528,2019,3,4,1
2019-03-04,15.0584,15.2384,14.8873,15.0672,15.0672,15782165,0.343707,15.2118,14.9374,15.1115,1.058909,2019,3,0,1
2019-03-05,15.0175,15.1045,14.8731,14.9598,14.9598,10385495,-0.71323,15.179,14.9592,15.107,1.051071,2019,3,1,1
2019-03-06,15.2599,15.3276,15.177,15.2447,15.2447,8964299,1.904211,15.1621,14.99,15.1061,1.152419,2019,3,2,1
2019-03-07,15.0617,15.0994,15.0,15.0377,15.0377,18159357,-1.357833,15.1549,15.0134,15.1024,1.040591,2019,3,3,1
2019-03-08,15.1469,15.2353,14.9099,14.9974,14.9974,12426926,-0.267643,15.1412,15.0382,15.0977,1.03035,2019,3,4,1
2019-03-11,14.8854,14.9435,14.8437,14.9018,14.9018,5986698,-0.637694,15.1207,15.0603,15.0926,1.034008,2019,3,0,1
2019-03-12,15.2112,15.3525,15.0895,15.2306,15.2306,5163906,2.206632,15.1139,15.078,15.0889,1.155553,2019,3,1,1
2019-03-13,15.2816,15.3482,15.208,15.2745,15.2745,7115128,0.288296,15.1245,15.097,15.0868,1.063075,2019,3,2,1
2019-03-14,15.5757,15.6492,15.4361,15.5092,15.5092,25871147,1.536756,15.1591,15.1157,15.083,1.030112,2019,3,3,1
2019-03-15,15.0661,15.1904,15.0334,15.1575,15.1575,23303971,-2.268218,15.1644,15.1304,15.0773,1.119744,2019,3,4,1
2019-03-18,15.0999,15.2781,15.0419,15.2196,15.2196,4439509,0.409985,15.1733,15.1465,15.0718,1.122375,2019,3,0,1
2019-03-19,15.3868,15.4818,15.3283,15.4231,15.4231,5017608,1.336911,15.1848,15.1589,15.0666,1.139002,2019,3,1,1
2019-03-20,15.3377,15.598,15.1793,15.4386,15.4386,17534583,0.100717,15.1969,15.1745,15.0609,1.138899,2019,3,2,1
2019-03-21,15.6551,15.79,15.5469,15.6817,15.6817,5302298,1.574764,15.2211,15.187,15.0563,1.186261,2019,3,3,1
2019-03-22,15.583,15.63,15.5049,15.5518,15.5518,12674362,-0.82881,15.2282,15.1939,15.0521,1.169659,2019,3,4,1
2019-03-25,15.8188,16.0095,15.6852,15.8754,15.8754,7781762,2.081117,15.2579,15.2101,15.049,1.233702,2019,3,0,1
2019-03-26,16.3178,16.476,16.2536,16.4114,16.4114,34897416,3.376548,15.3136,15.2343,15.0464,1.423143,2019,3,1,1
2019-03-27,16.3047,16.4203,16.1847,16.3002,16.3002,5726698,-0.677869,15.3692,15.2521,15.0416,1.421232,2019,3,2,1
2019-03-28,16.2276,16.2931,16.1064,16.1718,16.1718,18409730,-0.78795,15.4235,15.2647,15.0343,1.42602,2019,3,3,1
2019-03-29,16.3956,16.6439,16.2602,16.5076,16.5076,12575004,2.0765,15.4981,15.2917,15.0296,1.461593,2019,3,4,1
2019-04-01,16.9312,17.0041,16.8031,16.8758,16.8758,13368489,2.230688,15.5885,15.3296,15.0282,1.512037,2019,4,0,2
2019-04-02,16.768,16.8061,16.6754,16.7134,16.7134,2929598,-0.962438,15.6762,15.3655,15.0263,1.524226,2019,4,1,2
2019-04-03,16.6447,16.8562,16.3707,16.5814,16.5814,2472919,-0.789576,15.743,15.3991,15.0238,1.518828,2019,4,2,2
2019-04-04,16.5679,16.6684,16.3875,16.4875,16.4875,7806444,-0.566167,15.8155,15.4281,15.0196,1.479533,2019,4,3,2
2019-04-05,16.2754,16.3495,16.0598,16.1333,16.1333,13351347,-2.148432,15.8723,15.4494,15.0161,1.585007,2019,4,4,2
2019-04-08,15.8743,16.0229,15.7485,15.8969,15.8969,5283954,-1.465148,15.9221,15.4722,15.0095,1.623241,2019,4,0,2
2019-04-09,15.6552,15.7802,15.5234,15.6483,15.6483,5485588,-1.563733,15.943,15.4882,15.0021,1.613494,2019,4,1,2
2019-04-10,15.4384,15.5137,15.3889,15.4641,15.4641,13873894,-1.177135,15.9524,15.4979,14.9945,1.639832,2019,4,2,2
2019-04-11,15.4561,15.4947,15.4174,15.456,15.456,11332169,-0.052705,15.9498,15.505,14.9882,1.603341,2019,4,3,2
2019-04-12,15.6056,15.6797,15.4369,15.5105,15.5105,7883507,0.352939,15.9674,15.5084,14.9845,1.513206,2019,4,4,2
2019-04-15,15.7856,15.9103,15.7465,15.871,15.871,18579396,2.324038,16.0,15.5154,14.9816,1.590656,2019,4,0,2
2019-04-16,15.5722,15.7733,15.4255,15.6261,15.6261,5194669,-1.543422,16.0101,15.5156,14.9775,1.614584,2019,4,1,2
2019-04-17,15.9419,16.0238,15.7731,15.8546,15.8546,8324345,1.462453,16.0309,15.521,14.9762,1.644049,2019,4,2,2
2019-04-18,15.8616,15.977,15.6822,15.7971,15.7971,23066771,-0.36243,16.0367,15.5333,14.9763,1.612186,2019,4,3,2
2019-04-19,15.7573,15.817,15.7205,15.7802,15.7802,8513822,-0.107304,16.0481,15.5435,14.9767,1.599534,2019,4,4,2
2019-04-22,15.99,16.0806,15.8453,15.9356,15.9356,10313163,0.98488,16.0511,15.556,14.9759,1.545399,2019,4,0,2
2019-04-23,15.6814,15.7388,15.6027,15.66,15.66,43145595,-1.729468,16.0136,15.5618,14.9742,1.375951,2019,4,1,2
2019-04-24,15.8428,15.9028,15.6887,15.7483,15.7483,3842490,0.563854,15.986,15.5755,14.9748,1.382446,2019,4,2,2
2019-04-25,15.7892,15.8538,15.7199,15.7845,15.7845,13492954,0.229976,15.9666,15.5949,14.9758,1.376955,2019,4,3,2
2019-04-26,15.9627,16.0876,15.7731,15.8975,15.8975,24796751,0.715646,15.9361,15.6118,14.9778,1.294251,2019,4,4,2
2019-04-29,16.1298,16.1687,15.9226,15.9611,15.9611,7108182,0.400294,15.8904,15.6302,14.9832,1.173922,2019,4,0,2
2019-04-30,16.5821,16.6566,16.4682,16.5425,16.5425,22818906,3.642852,15.8818,15.6572,14.9915,1.450406,2019,4,1,2
2019-05-01,16.3697,16.6293,16.1069,16.3665,16.3665,5393097,-1.064436,15.8711,15.6806,14.9992,1.459144,2019,5,2,2
2019-05-02,16.2689,16.4585,16.0329,16.222,16.222,6242190,-0.882792,15.8578,15.7011,15.0053,1.466678,2019,5,3,2
2019-05-03,16.0358,16.1721,15.9232,16.0593,16.0593,12120483,-1.00278,15.8541,15.7141,15.0085,1.402228,2019,5,4,2
2019-05-06,16.0703,16.1283,15.8609,15.9183,15.9183,15206233,-0.878133,15.8552,15.7268,15.0097,1.37615,2019,5,0,2
2019-05-07,15.7732,15.8031,15.7321,15.7619,15.7619,18784418,-0.982473,15.8609,15.7361,15.0105,1.346866,2019,5,1,2
2019-05-08,16.0246,16.1612,15.9056,16.0421,16.0421,27684147,1.777932,15.8898,15.7532,15.0139,1.367701,2019,5,2,2
2019-05-09,16.3229,16.5404,16.1607,16.3776,16.3776,10830590,2.091519,15.9358,15.779,15.0161,1.430091,2019,5,3,2
2019-05-10,16.2958,16.4736,16.0477,16.2246,16.2246,19461009,-0.934356,15.9715,15.8032,15.0176,1.456295,2019,5,4,2
2019-05-13,16.0684,16.1094,15.972,16.0129,16.0129,8237628,-1.305098,15.9786,15.8221,15.018,1.407621,2019,5,0,2
2019-05-14,16.0893,16.2296,15.9813,16.1214,16.1214,15595124,0.677456,16.0034,15.8453,15.019,1.361841,2019,5,1,2
2019-05-15,16.0179,16.0602,15.9389,15.9811,15.9811,10651105,-0.870071,16.0097,15.8601,15.0192,1.344638,2019,5,2,2
2019-05-16,16.0318,16.2616,15.9,16.1291,16.1291,12370730,0.926049,16.0263,15.8819,15.0203,1.354754,2019,5,3,2
2019-05-17,16.1836,16.2448,16.1106,16.1717,16.1717,10857804,0.264088,16.0459,15.9054,15.0224,1.354126,2019,5,4,2
2019-05-20,15.8258,15.8643,15.7588,15.7972,15.7972,4502591,-2.315516,16.039,15.9233,15.0233,1.442819,2019,5,0,2
2019-05-21,16.2752,16.34,16.1005,16.1648,16.1648,5928945,2.326986,16.0642,15.942,15.0262,1.476622,2019,5,1,2
2019-05-22,16.5428,16.6413,16.4957,16.594,16.594,12908574,2.65512,16.1065,15.9684,15.0318,1.576703,2019,5,2,2
2019-05-23,16.3428,16.4636,16.3063,16.4268,16.4268,3498526,-1.007452,16.1386,15.9867,15.0375,1.602572,2019,5,3,2
2019-05-24,16.2617,16.3559,16.2262,16.3202,16.3202,14894536,-0.649198,16.1598,16.01,15.0425,1.609032,2019,5,4,2
2019-05-27,16.2942,16.4154,16.2608,16.3818,16.3818,14510327,0.377304,16.1808,16.0332,15.0481,1.608847,2019,5,0,2
2019-05-28,16.5425,16.6565,16.3411,16.4545,16.4545,10595892,0.444038,16.1764,16.0538,15.0524,1.38612,2019,5,1,2
2019-05-29,16.7092,16.7968,16.5193,16.6063,16.6063,4829283,0.922748,16.1884,16.0772,15.0606,1.378332,2019,5,2,2
2019-05-30,17.1154,17.2518,16.9574,17.0935,17.0935,28749253,2.933702,16.232,16.1054,15.0699,1.496857,2019,5,3,2
2019-05-31,17.1082,17.2193,16.9145,17.0251,17.0251,29345362,-0.40058,16.2802,16.1349,15.0775,1.47576,2019,5,4,2
2019-06-03,16.809,17.0092,16.6,16.8,16.8,11078855,-1.321725,16.3243,16.1534,15.0864,1.497613,2019,6,0,2
2019-06-04,16.4297,16.5566,16.3092,16.436,16.436,15681563,-2.166992,16.358,16.1539,15.0938,1.571775,2019,6,1,2
2019-06-05,16.2251,16.3841,16.088,16.2468,16.2468,11132366,-1.151113,16.3683,16.1528,15.1007,1.555474,2019,6,2,2
2019-06-06,16.2135,16.2865,16.1608,16.2337,16.2337,11174811,-0.080575,16.3611,16.154,15.1091,1.481318,2019,6,3,2
2019-06-07,16.5629,16.9043,16.3262,16.6661,16.6661,11310222,2.663722,16.3832,16.1572,15.1204,1.581302,2019,6,4,2
2019-06-10,16.5415,16.6,16.4657,16.5241,16.5241,9182880,-0.852243,16.4087,16.1502,15.1322,1.562559,2019,6,0,2
2019-06-11,16.5673,16.6049,16.5323,16.5699,16.5699,14537794,0.277557,16.4311,16.1473,15.1422,1.55826,2019,6,1,2
2019-06-12,16.6049,16.7153,16.4454,16.5555,16.5555,33250732,-0.086977,16.4599,16.1468,15.151,1.541055,2019,6,2,2
2019-06-13,16.8471,16.9191,16.7688,16.8408,16.8408,4623528,1.723092,16.4954,16.1539,15.1599,1.571159,2019,6,3,2
2019-06-14,17.4524,17.6235,17.2928,17.4638,17.4638,12879777,3.699169,16.56,16.1805,15.171,1.752613,2019,6,4,2
2019-06-17,17.2372,17.3838,17.1511,17.2974,17.2974,4697576,-0.952328,16.6351,16.2085,15.1826,1.665824,2019,6,0,2
2019-06-18,17.1517,17.2587,17.0398,17.1467,17.1467,24449408,-0.871345,16.6842,16.2385,15.194,1.631098,2019,6,1,2
2019-06-19,17.4461,17.6113,17.2301,17.3948,17.3948,7226108,1.446548,16.7242,16.2771,15.2061,1.560414,2019,6,2,2
2019-06-20,17.4671,17.6065,17.4083,17.5474,17.5474,3950744,0.877434,16.7802,16.3189,15.2203,1.537389,2019,6,3,2
2019-06-21,18.0116,18.0625,17.9545,18.0053,18.0053,17700077,2.60962,16.8645,16.3688,15.236,1.598336,2019,6,4,2
2019-06-24,18.1432,18.219,18.0505,18.1263,18.1263,25824325,0.671862,16.9517,16.4139,15.2525,1.598459,2019,6,0,2
2019-06-25,17.938,18.0682,17.8596,17.9896,17.9896,13722465,-0.753896,17.0285,16.4612,15.2687,1.623672,2019,6,1,2
2019-06-26,18.0704,18.19,17.9935,18.113,18.113,10278004,0.68565,17.1038,16.5063,15.2848,1.620974,2019,6,2,2
2019-06-27,18.3928,18.5968,18.1721,18.3759,18.3759,13152089,1.451526,17.1679,16.5579,15.3016,1.532811,2019,6,3,2
2019-06-28,18.4745,18.6647,18.369,18.5587,18.5587,22379375,0.994649,17.2446,16.6135,15.3198,1.527471,2019,6,4,2
2019-07-01,18.6795,18.7175,18.6155,18.6534,18.6534,5215737,0.510565,17.3373,16.6678,15.3371,1.469908,2019,7,0,3
2019-07-02,18.836,18.9544,18.7855,18.9037,18.9037,9461713,1.341806,17.4606,16.7327,15.3569,1.333535,2019,7,1,3
2019-07-03,19.2638,19.3315,19.1149,19.1823,19.1823,7868159,1.47369,17.6074,16.8014,15.3774,1.268272,2019,7,2,3
2019-07-04,19.7042,19.8513,19.3759,19.5216,19.5216,5349943,1.769009,17.7718,16.8761,15.3989,1.264929,2019,7,3,3
2019-07-05,19.579,19.7412,19.4848,19.6466,19.6466,7405332,0.640341,17.9208,16.9511,15.4215,1.19847,2019,7,4,3
2019-07-08,19.5722,19.6117,19.4911,19.5305,19.5305,17399426,-0.591081,18.0712,17.0225,15.4431,1.180431,2019,7,0,3
2019-07-09,19.4524,19.549,19.4126,19.5091,19.5091,11485514,-0.109483,18.2181,17.0818,15.466,1.19334,2019,7,1,3
2019-07-10,19.8809,19.9646,19.7151,19.7984,19.7984,15217230,1.483024,18.3803,17.1505,15.4893,1.181669,2019,7,2,3
2019-07-11,19.3879,19.6499,19.2253,19.4865,19.4865,11531557,-1.575627,18.5126,17.2158,15.5114,1.286992,2019,7,3,3
2019-07-12,19.5689,19.6345,19.4659,19.5314,19.5314,11454042,0.230181,18.6159,17.2852,15.5342,1.085128,2019,7,4,3
2019-07-15,19.2853,19.3934,19.2449,19.3529,19.3529,5861187,-0.913743,18.7187,17.3539,15.555,1.082316,2019,7,0,3
2019-07-16,19.2858,19.3829,19.2048,19.3018,19.3018,6996106,-0.264168,18.8265,17.4247,15.5763,1.047766,2019,7,1,3
2019-07-17,19.5328,19.6992,19.4476,19.6137,19.6137,11831741,1.615869,18.9374,17.4961,15.6008,1.05563,2019,7,2,3
2019-07-18,19.6701,19.8207,19.4554,19.6056,19.6056,9527267,-0.041186,19.0403,17.5607,15.6269,1.063218,2019,7,3,3
2019-07-19,19.4898,19.6728,19.3727,19.5553,19.5553,10193085,-0.256513,19.1178,17.6273,15.6521,0.96085,2019,7,4,3
2019-07-22,19.1362,19.3279,18.9028,19.094,19.094,10920039,-2.358705,19.1662,17.6889,15.6764,1.140836,2019,7,0,3
2019-07-23,19.2283,19.451,19.0324,19.2548,19.2548,7444167,0.842073,19.2295,17.7516,15.6994,1.121349,2019,7,1,3
2019-07-24,19.3764,19.4606,19.3011,19.3853,19.3853,60363175,0.67753,19.2931,17.8197,15.7255,1.121221,2019,7,2,3
2019-07-25,19.9677,20.0492,19.8745,19.9559,19.9559,21667179,2.943672,19.3721,17.8962,15.7524,1.241815,2019,7,3,3
2019-07-26,19.7339,19.9054,19.623,19.7942,19.7942,11925711,-0.810493,19.4338,17.9687,15.7783,1.263311,2019,7,4,3
2019-07-29,19.8101,19.8861,19.7175,19.7934,19.7934,6960535,-0.003702,19.4909,18.0486,15.8043,1.264682,2019,7,0,3
2019-07-30,19.9231,20.0813,19.6446,19.8019,19.8019,6154638,0.042679,19.5358,18.1213,15.8309,1.241762,2019,7,1,3
2019-07-31,20.142,20.4562,19.8914,20.2049,20.2049,10346418,2.03504,19.5869,18.1935,15.859,1.276968,2019,7,2,3
2019-08-01,20.1968,20.2819,20.0178,20.1025,20.1025,10507437,-0.506419,19.6159,18.2671,15.8867,1.236908,2019,8,3,3
2019-08-02,20.236,20.5146,19.8385,20.1155,20.1155,2622054,0.064341,19.6394,18.343,15.9131,1.231682,2019,8,4,3
2019-08-05,20.162,20.3582,20.0322,20.228,20.228,3467070,0.559455,19.6743,18.4199,15.94,1.223308,2019,8,0,3
2019-08-06,20.0941,20.4061,19.9007,20.2117,20.2117,5547430,-0.080694,19.7094,18.495,15.9667,1.222963,2019,8,1,3
2019-08-07,20.0281,20.1201,19.912,20.0039,20.0039,10940482,-1.027986,19.7197,18.563,15.9927,1.211437,2019,8,2,3
2019-08-08,19.9503,20.1427,19.802,19.9941,19.9941,6998335,-0.04919,19.745,18.621,16.0187,1.149565,2019,8,3,3
2019-08-09,20.3997,20.4558,20.1927,20.2484,20.2484,24298273,1.271899,19.7809,18.6855,16.0457,1.177372,2019,8,4,3
2019-08-12,19.8672,20.1001,19.6315,19.8644,19.8644,4557884,-1.896347,19.8065,18.7468,16.0726,1.24432,2019,8,0,3
2019-08-13,19.776,20.0498,19.5666,19.8397,19.8397,5223863,-0.124387,19.8334,18.8148,16.1009,1.242334,2019,8,1,3
